ID,Tick,X,Y,Health,Energy,Satiety,Kinship,Status,Curiosity,Altruism,Intel,Age,Gen,Biome,Archetype,Karma,Alignment,Enlightenment,SoulAge,TribeId,NumMemes
1,13,7,16,100,55.7,93.5,48.7,0,11.3,50,50,13,0,Forest,Warrior,0,0,0,1,-1,0
2,13,17,12,100,66.7,91.5,51.7,0,13.3,53,50,13,0,Forest,Warrior,9,0.09,0,1,1,0
3,13,14,14,100,68.3,93.5,48.7,1.5,11.3,50,50,13,0,Forest,Warrior,5,0,0,1,1,0
4,13,1,14,100,57.7,91.5,48.7,0,13.3,50,60,13,0,Forest,Builder,0,0,0,1,-1,0
5,13,1,13,100,62.7,93.5,48.7,0,11.3,50,50,13,0,Forest,Warrior,0,0,0,1,-1,0
6,13,4,16,100,63.2,93.5,48.7,0,11.3,53,55,13,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,13,4,17,100,70.8,93.5,53.2,0,11.3,48,50,13,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,13,5,16,85,0,93.5,72.7,0,11.3,50,50,13,0,Forest,Warrior,24,0,0,1,-1,0
9,13,19,4,100,75.4,93.5,51.7,0,11.3,58,55,13,0,Mountain,Prophet,9,0.09,0,1,1,0
10,13,7,15,85,0,93.5,72.7,0,11.3,50,60,13,0,Forest,Builder,24,0,0,1,-1,0
11,13,12,16,100,68.2,93.5,48.7,1.45,11.3,50,50,13,0,Forest,Warrior,5,0,0,1,-1,0
12,13,15,14,100,74.1,93.5,54.7,0,11.3,55,55,13,0,Forest,Prophet,0,0,0,1,1,0
13,13,14,17,100,32.1,93.5,69.7,6.5,31.3,50,50,13,0,Plains,Explorer,14,0,0,1,-1,0
14,13,19,19,100,59.2,93.5,65.7,0,11.3,77,50,13,0,Plains,Healer,21,0.23,0.2,1,-1,0
15,13,16,18,100,38.5,93.5,48.7,3.55,11.3,50,50,13,0,Plains,Warrior,10,0,0,1,-1,0
16,13,15,15,85,0,93.5,72.7,0,11.3,50,50,13,0,Forest,Warrior,24,0,0,1,1,0
17,13,9,10,85,0,93.5,72.7,0,21.3,50,70,13,0,Mountain,Thinker,24,0,0,1,-1,0
18,13,15,17,100,99.7,93.5,69.7,1.5,11.3,55,55,13,0,Plains,Prophet,5,0,0,1,-1,0
19,13,17,19,100,77.1,93.5,49.2,0,13.3,50,50,13,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,13,16,9,100,69.7,93.5,68.7,0,21.3,52,70,13,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,14,7,16,100,52.6,93,48.6,0,11.4,50,50,14,0,Forest,Warrior,0,0,0,1,-1,0
2,14,18,12,100,66,91,51.6,0,13.4,53,50,14,0,Forest,Warrior,9,0.09,0,1,1,0
3,14,14,14,100,68.2,93,48.6,1.45,11.4,50,50,14,0,Forest,Warrior,5,0,0,1,1,0
4,14,1,14,100,54.6,91,48.6,0,13.4,50,60,14,0,Forest,Builder,0,0,0,1,-1,0
5,14,1,13,100,59.6,93,48.6,0,11.4,50,50,14,0,Forest,Warrior,0,0,0,1,-1,0
6,14,4,16,100,60.1,93,48.6,0,11.4,53,55,14,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,14,4,17,100,68.7,93,53.6,0,11.4,48,50,14,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,14,5,16,80,0,93,74.6,0,11.4,50,50,14,0,Forest,Warrior,26,0,0,1,-1,0
9,14,19,3,100,74.1,93,51.6,0,11.4,58,55,14,0,Mountain,Prophet,9,0.09,0,1,1,0
10,14,7,15,80,0,93,74.6,0,11.4,50,60,14,0,Forest,Builder,26,0,0,1,-1,0
11,14,12,16,100,68.1,93,48.6,1.4,11.4,50,50,14,0,Forest,Warrior,5,0,0,1,-1,0
12,14,15,14,100,72,93,55.1,0,11.4,55,55,14,0,Forest,Prophet,0,0,0,1,1,0
13,14,14,17,100,29,93,69.6,6.45,31.4,50,50,14,0,Plains,Explorer,14,0,0,1,-1,0
14,14,19,19,100,54.1,93,66.6,0,11.4,78,50,14,0,Plains,Healer,24,0.26,0.2,1,-1,0
15,14,16,18,100,38.4,93,48.6,3.5,11.4,50,50,14,0,Plains,Warrior,10,0,0,1,-1,0
16,14,15,15,80,0,93,74.6,0,11.4,50,50,14,0,Forest,Warrior,26,0,0,1,1,0
17,14,9,10,80,0,93,74.6,0,21.4,50,70,14,0,Mountain,Thinker,26,0,0,1,-1,0
18,14,15,17,100,99.6,93,69.6,1.45,11.4,55,55,14,0,Plains,Prophet,5,0,0,1,-1,0
19,14,17,19,100,75,93,49.6,0,13.4,50,50,14,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,14,16,8,100,68.4,93,68.6,0,21.4,52,70,14,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,15,7,16,100,49.5,92.5,48.5,0,11.5,50,50,15,0,Forest,Warrior,0,0,0,1,-1,0
2,15,18,11,100,65.3,90.5,51.5,0,13.5,53,50,15,0,Forest,Warrior,9,0.09,0,1,1,0
3,15,14,14,100,68.1,92.5,48.5,1.4,11.5,50,50,15,0,Forest,Warrior,5,0,0,1,1,0
4,15,1,14,100,51.5,90.5,48.5,0,13.5,50,60,15,0,Forest,Builder,0,0,0,1,-1,0
5,15,1,13,100,56.5,92.5,48.5,0,11.5,50,50,15,0,Forest,Warrior,0,0,0,1,-1,0
6,15,4,16,100,57,92.5,48.5,0,11.5,53,55,15,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,15,4,17,100,66.6,92.5,54,0,11.5,48,50,15,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,15,5,16,75,0,92.5,76.5,0,11.5,50,50,15,0,Forest,Warrior,28,0,0,1,-1,0
9,15,19,2,100,72.8,92.5,51.5,0,11.5,58,55,15,0,Mountain,Prophet,9,0.09,0,1,1,0
10,15,7,15,75,0,92.5,76.5,0,11.5,50,60,15,0,Forest,Builder,28,0,0,1,-1,0
11,15,12,16,100,68,92.5,48.5,1.35,11.5,50,50,15,0,Forest,Warrior,5,0,0,1,-1,0
12,15,15,14,100,69.9,92.5,55.5,0,11.5,55,55,15,0,Forest,Prophet,0,0,0,1,1,0
13,15,14,17,100,25.9,92.5,69.5,6.4,31.5,50,50,15,0,Plains,Explorer,14,0,0,1,-1,0
14,15,19,19,100,49,92.5,67.5,0,11.5,79,50,15,0,Plains,Healer,27,0.29,0.2,1,-1,0
15,15,16,18,100,38.3,92.5,48.5,3.45,11.5,50,50,15,0,Plains,Warrior,10,0,0,1,-1,0
16,15,15,15,75,0,92.5,76.5,0,11.5,50,50,15,0,Forest,Warrior,28,0,0,1,1,0
17,15,9,10,75,0,92.5,76.5,0,21.5,50,70,15,0,Mountain,Thinker,28,0,0,1,-1,0
18,15,15,17,100,99.5,92.5,69.5,1.4,11.5,55,55,15,0,Plains,Prophet,5,0,0,1,-1,0
19,15,17,19,100,72.9,92.5,50,0,13.5,50,50,15,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,15,16,7,100,67.1,92.5,68.5,0,21.5,52,70,15,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,16,7,16,100,46.4,92,48.4,0,11.6,50,50,16,0,Forest,Warrior,0,0,0,1,-1,0
2,16,18,10,100,64,90,51.4,0,13.6,53,50,16,0,Mountain,Warrior,9,0.09,0,1,1,0
3,16,14,14,100,68,92,48.4,1.35,11.6,50,50,16,0,Forest,Warrior,5,0,0,1,1,0
4,16,1,14,100,48.4,90,48.4,0,13.6,50,60,16,0,Forest,Builder,0,0,0,1,-1,0
5,16,1,13,100,53.4,92,48.4,0,11.6,50,50,16,0,Forest,Warrior,0,0,0,1,-1,0
6,16,4,16,100,53.9,92,48.4,0,11.6,53,55,16,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,16,4,17,100,64.5,92,54.4,0,11.6,48,50,16,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,16,5,16,70,0,92,78.4,0,11.6,50,50,16,0,Forest,Warrior,30,0,0,1,-1,0
9,16,19,1,100,71.5,92,51.4,0,11.6,58,55,16,0,Mountain,Prophet,9,0.09,0,1,1,0
10,16,7,15,70,0,92,78.4,0,11.6,50,60,16,0,Forest,Builder,30,0,0,1,-1,0
11,16,12,16,100,67.9,92,48.4,1.3,11.6,50,50,16,0,Forest,Warrior,5,0,0,1,-1,0
12,16,15,14,100,67.8,92,55.9,0,11.6,55,55,16,0,Forest,Prophet,0,0,0,1,1,0
13,16,14,17,100,22.8,92,69.4,6.35,31.6,50,50,16,0,Plains,Explorer,14,0,0,1,-1,0
14,16,19,19,100,43.9,92,68.4,0,11.6,80,50,16,0,Plains,Healer,30,0.32,0.2,1,-1,0
15,16,16,18,100,38.2,92,48.4,3.4,11.6,50,50,16,0,Plains,Warrior,10,0,0,1,-1,0
16,16,15,15,70,0,92,78.4,0,11.6,50,50,16,0,Forest,Warrior,30,0,0,1,1,0
17,16,9,10,70,0,92,78.4,0,21.6,50,70,16,0,Mountain,Thinker,30,0,0,1,-1,0
18,16,15,17,100,99.4,92,69.4,1.35,11.6,55,55,16,0,Plains,Prophet,5,0,0,1,-1,0
19,16,17,19,100,70.8,92,50.4,0,13.6,50,50,16,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,16,16,6,100,65.8,92,68.4,0,21.6,52,70,16,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,17,7,16,100,43.3,91.5,48.3,0,11.7,50,50,17,0,Forest,Warrior,0,0,0,1,-1,0
2,17,18,9,100,62.7,89.5,51.3,0,13.7,53,50,17,0,Mountain,Warrior,9,0.09,0,1,1,0
3,17,14,14,100,67.9,91.5,48.3,1.3,11.7,50,50,17,0,Forest,Warrior,5,0,0,1,1,0
4,17,1,14,100,45.3,89.5,48.3,0,13.7,50,60,17,0,Forest,Builder,0,0,0,1,-1,0
5,17,1,13,100,50.3,91.5,48.3,0,11.7,50,50,17,0,Forest,Warrior,0,0,0,1,-1,0
6,17,4,16,100,50.8,91.5,48.3,0,11.7,53,55,17,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,17,4,17,100,62.4,91.5,54.8,0,11.7,48,50,17,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,17,5,16,65,0,91.5,80.3,0,11.7,50,50,17,0,Forest,Warrior,32,0,0,1,-1,0
9,17,19,0,100,70.2001,91.5,51.3,0,11.7,58,55,17,0,Mountain,Prophet,9,0.09,0,1,1,0
10,17,7,15,65,0,91.5,80.3,0,11.7,50,60,17,0,Forest,Builder,32,0,0,1,-1,0
11,17,12,16,100,67.8,91.5,48.3,1.25,11.7,50,50,17,0,Forest,Warrior,5,0,0,1,-1,0
12,17,15,14,100,65.7,91.5,56.3,0,11.7,55,55,17,0,Forest,Prophet,0,0,0,1,1,0
13,17,14,17,100,19.7,91.5,69.3,6.3,31.7,50,50,17,0,Plains,Explorer,14,0,0,1,-1,0
14,17,19,19,100,38.8,91.5,69.3,0,11.7,81,50,17,0,Plains,Healer,33,0.35,0.2,1,-1,0
15,17,16,18,100,38.1,91.5,48.3,3.35,11.7,50,50,17,0,Plains,Warrior,10,0,0,1,-1,0
16,17,15,15,65,0,91.5,80.3,0,11.7,50,50,17,0,Forest,Warrior,32,0,0,1,1,0
17,17,9,10,65,0,91.5,80.3,0,21.7,50,70,17,0,Mountain,Thinker,32,0,0,1,-1,0
18,17,15,17,100,99.3,91.5,69.3,1.3,11.7,55,55,17,0,Plains,Prophet,5,0,0,1,-1,0
19,17,17,19,100,68.7,91.5,50.8,0,13.7,50,50,17,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,17,16,5,100,64.5,91.5,68.3,0,21.7,52,70,17,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,18,7,16,100,40.2,91,48.2,0,11.8,50,50,18,0,Forest,Warrior,0,0,0,1,-1,0
2,18,18,8,100,61.4,89,51.2,0,13.8,53,50,18,0,Mountain,Warrior,9,0.09,0,1,1,0
3,18,14,14,100,67.8,91,48.2,1.25,11.8,50,50,18,0,Forest,Warrior,5,0,0,1,1,0
4,18,1,14,100,42.2,89,48.2,0,13.8,50,60,18,0,Forest,Builder,0,0,0,1,-1,0
5,18,1,13,100,47.2,91,48.2,0,11.8,50,50,18,0,Forest,Warrior,0,0,0,1,-1,0
6,18,4,16,100,47.7,91,48.2,0,11.8,53,55,18,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,18,4,17,100,60.3,91,55.2,0,11.8,48,50,18,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,18,5,16,60,0,91,82.2,0,11.8,50,50,18,0,Forest,Warrior,34,0,0,1,-1,0
9,18,19,0,100,68.9001,91,51.2,0,11.8,58,55,18,0,Mountain,Prophet,9,0.09,0,1,1,0
10,18,7,15,60,0,91,80.2,0,11.8,50,60,18,0,Forest,Builder,32,0,0,1,-1,0
11,18,12,16,100,67.7,91,48.2,1.2,11.8,50,50,18,0,Forest,Warrior,5,0,0,1,-1,0
12,18,15,14,100,63.6,91,56.7,0,11.8,55,55,18,0,Forest,Prophet,0,0,0,1,1,0
13,18,14,17,100,16.6,91,69.2,6.25,31.8,50,50,18,0,Plains,Explorer,14,0,0,1,-1,0
14,18,19,19,100,33.7,91,70.2,0,11.8,82,50,18,0,Plains,Healer,36,0.38,0.2,1,-1,0
15,18,16,18,100,38,91,48.2,3.3,11.8,50,50,18,0,Plains,Warrior,10,0,0,1,-1,0
16,18,15,15,60,0,91,82.2,0,11.8,50,50,18,0,Forest,Warrior,34,0,0,1,1,0
17,18,9,10,60,0,91,82.2,0,21.8,50,70,18,0,Mountain,Thinker,34,0,0,1,-1,0
18,18,15,17,100,99.2,91,69.2,1.25,11.8,55,55,18,0,Plains,Prophet,5,0,0,1,-1,0
19,18,17,19,100,66.6,91,51.2,0,13.8,50,50,18,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,18,16,4,100,63.2,91,68.2,0,21.8,52,70,18,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,19,7,16,100,37.1,90.5,48.1,0,11.9,50,50,19,0,Forest,Warrior,0,0,0,1,-1,0
2,19,18,7,100,60.1,88.5,51.1,0,13.9,53,50,19,0,Mountain,Warrior,9,0.09,0,1,1,0
3,19,13,13,100,64.7,90.5,48.1,1.2,11.9,50,50,19,0,Forest,Warrior,5,0,0,1,1,0
4,19,1,14,100,39.1,88.5,48.1,0,13.9,50,60,19,0,Forest,Builder,0,0,0,1,-1,0
5,19,1,13,100,44.1,90.5,48.1,0,11.9,50,50,19,0,Forest,Warrior,0,0,0,1,-1,0
6,19,4,16,100,44.6,90.5,48.1,0,11.9,53,55,19,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,19,4,17,100,58.2,90.5,55.6,0,11.9,48,50,19,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,19,5,16,55,0,90.5,84.1,0,11.9,50,50,19,0,Forest,Warrior,36,0,0,1,-1,0
9,19,19,0,100,67.6001,90.5,51.1,0,11.9,58,55,19,0,Mountain,Prophet,9,0.09,0,1,1,0
10,19,7,15,55,0,90.5,82.1,0,11.9,50,60,19,0,Forest,Builder,34,0,0,1,-1,0
11,19,12,16,100,67.6,90.5,48.1,1.15,11.9,50,50,19,0,Forest,Warrior,5,0,0,1,-1,0
12,19,15,14,100,61.5,90.5,57.1,0,11.9,55,55,19,0,Forest,Prophet,0,0,0,1,1,0
13,19,14,17,100,13.5,90.5,69.1,6.2,31.9,50,50,19,0,Plains,Explorer,14,0,0,1,-1,0
14,19,19,19,100,28.6,90.5,71.1,0,11.9,83,50,19,0,Plains,Healer,39,0.41,0.2,1,-1,0
15,19,16,18,100,52.9,90.5,48.1,3.25,11.9,50,50,19,0,Plains,Warrior,10,0,0,1,-1,0
16,19,15,15,55,0,90.5,84.1,0,11.9,50,50,19,0,Forest,Warrior,36,0,0,1,1,0
17,19,9,10,55,0,90.5,84.1,0,21.9,50,70,19,0,Mountain,Thinker,36,0,0,1,-1,0
18,19,15,17,100,99.1,90.5,69.1,1.2,11.9,55,55,19,0,Plains,Prophet,5,0,0,1,-1,0
19,19,17,19,100,64.5,90.5,51.6,0,13.9,50,50,19,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,19,16,3,100,61.9,90.5,68.1,0,21.9,52,70,19,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,20,7,16,100,34,90,48,0,12,50,50,20,0,Forest,Warrior,0,0,0,1,-1,0
2,20,18,6,100,59,88,51,0,14,53,50,20,0,Mountain,Warrior,9,0.09,0,1,1,0
3,20,13,13,100,34.6,90,48,3.15,12,50,50,20,0,Forest,Warrior,10,0,0,1,1,0
4,20,1,14,100,36,88,48,0,14,50,60,20,0,Forest,Builder,0,0,0,1,-1,0
5,20,1,13,100,39,90,49,0,12,51,50,20,0,Forest,Warrior,3,0.03,0,1,-1,0
6,20,4,16,100,41.5,90,48,0,12,53,55,20,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,20,4,17,100,56.1,90,56,0,12,48,50,20,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,20,5,16,50,0,90,84,0,12,50,50,20,0,Forest,Warrior,36,0,0,1,-1,0
9,20,19,0,100,66.5001,90,51,0,12,58,55,20,0,Mountain,Prophet,9,0.09,0,1,1,0
10,20,7,15,50,0,90,84,0,12,50,60,20,0,Forest,Builder,36,0,0,1,-1,0
11,20,12,16,100,67.5,90,48,1.1,12,50,50,20,0,Forest,Warrior,5,0,0,1,-1,0
12,20,15,14,100,59.4,90,57.5,0,12,55,55,20,0,Forest,Prophet,0,0,0,1,1,0
13,20,14,17,100,10.4,90,69,6.15,32,50,50,20,0,Plains,Explorer,14,0,0,1,-1,0
14,20,19,19,100,23.5,90,72,0,12,84,50,20,0,Plains,Healer,42,0.44,0.2,1,-1,0
15,20,16,18,100,52.8,90,48,3.2,12,50,50,20,0,Plains,Warrior,10,0,0,1,-1,0
16,20,15,15,50,0,90,86,0,12,50,50,20,0,Forest,Warrior,38,0,0,1,1,0
17,20,9,10,50,0,90,86,0,22,50,70,20,0,Mountain,Thinker,38,0,0,1,-1,0
18,20,15,17,100,99,90,69,1.15,12,55,55,20,0,Plains,Prophet,5,0,0,1,-1,0
19,20,17,19,100,62.4,90,52,0,14,50,50,20,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,20,16,2,100,60.8,90,68,0,22,52,70,20,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,21,7,16,100,30.9,89.5,47.9,0,12.1,50,50,21,0,Forest,Warrior,0,0,0,1,-1,0
2,21,18,5,100,57.9,87.5,50.9,0,14.1,53,50,21,0,Mountain,Warrior,9,0.09,0,1,1,0
3,21,13,13,100,34.5,89.5,47.9,3.1,12.1,50,50,21,0,Forest,Warrior,10,0,0,1,1,0
4,21,1,14,100,32.9,87.5,47.9,0,14.1,50,60,21,0,Forest,Builder,0,0,0,1,-1,0
5,21,1,13,100,37.9,89.5,48.9,0,12.1,51,50,21,0,Forest,Warrior,3,0.05,0.2,1,-1,0
6,21,4,16,100,38.4,89.5,47.9,0,12.1,53,55,21,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,21,4,17,100,54,89.5,56.4,0,12.1,48,50,21,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,21,5,16,45,0,89.5,85.9,0,12.1,50,50,21,0,Forest,Warrior,38,0,0,1,-1,0
9,21,19,0,100,65.4001,89.5,50.9,0,12.1,58,55,21,0,Mountain,Prophet,9,0.09,0,1,1,0
10,21,7,15,45,0,89.5,85.9,0,12.1,50,60,21,0,Forest,Builder,38,0,0,1,-1,0
11,21,12,16,100,67.4,89.5,47.9,1.05,12.1,50,50,21,0,Forest,Warrior,5,0,0,1,-1,0
12,21,15,14,100,54.3,87.5,57.4,0,14.1,55,55,21,0,Forest,Prophet,0,0,0,1,1,0
13,21,14,17,100,7.30002,89.5,68.9,6.1,32.1,50,50,21,0,Plains,Explorer,14,0,0,1,-1,0
14,21,19,19,100,18.4,89.5,72.9,0,12.1,85,50,21,0,Plains,Healer,45,0.47,0.2,1,-1,0
15,21,16,18,100,52.7,89.5,47.9,3.15,12.1,50,50,21,0,Plains,Warrior,10,0,0,1,-1,0
16,21,15,15,45,0,89.5,87.9,0,12.1,50,50,21,0,Forest,Warrior,40,0,0,1,1,0
17,21,9,10,45,0,89.5,87.9,0,22.1,50,70,21,0,Mountain,Thinker,40,0,0,1,-1,0
18,21,15,17,100,98.9,89.5,68.9,1.1,12.1,55,55,21,0,Plains,Prophet,5,0,0,1,-1,0
19,21,17,19,100,60.3,89.5,52.4,0,14.1,50,50,21,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,21,16,1,100,59.7001,89.5,67.9,0,22.1,52,70,21,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
1,22,7,16,100,27.8,89,47.8,0,12.2,50,50,22,0,Forest,Warrior,0,0,0,1,-1,0
2,22,18,4,100,56.8,87,50.8,0,14.2,53,50,22,0,Mountain,Warrior,9,0.09,0,1,1,0
3,22,13,13,100,34.4,89,47.8,3.05,12.2,50,50,22,0,Forest,Warrior,10,0,0,1,1,0
4,22,1,14,100,29.8,87,47.8,0,14.2,50,60,22,0,Forest,Builder,0,0,0,1,-1,0
5,22,1,13,100,32.8,89,49.8,0,12.2,52,50,22,0,Forest,Warrior,6,0.08,0.2,1,-1,0
6,22,4,16,100,35.3,89,47.8,0,12.2,53,55,22,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,22,4,17,100,51.9,89,56.8,0,12.2,48,50,22,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,22,5,16,40,0,89,87.8,0,12.2,50,50,22,0,Forest,Warrior,40,0,0,1,-1,0
9,22,19,0,100,64.3001,89,50.8,0,12.2,58,55,22,0,Mountain,Prophet,9,0.09,0,1,1,0
10,22,7,15,40,0,89,87.8,0,12.2,50,60,22,0,Forest,Builder,40,0,0,1,-1,0
11,22,12,16,100,67.3,89,47.8,1,12.2,50,50,22,0,Forest,Warrior,5,0,0,1,-1,0
12,22,15,14,100,52.2,87,57.8,0,14.2,55,55,22,0,Forest,Prophet,0,0,0,1,1,0
13,22,14,17,100,4.20002,89,68.8,6.05,32.2,50,50,22,0,Plains,Explorer,14,0,0,1,-1,0
14,22,19,19,100,13.3,89,73.8,0,12.2,86,50,22,0,Plains,Healer,48,0.5,0.2,1,-1,0
15,22,16,18,100,52.6,89,47.8,3.1,12.2,50,50,22,0,Plains,Warrior,10,0,0,1,-1,0
16,22,15,15,40,0,89,89.8,0,12.2,50,50,22,0,Forest,Warrior,42,0,0,1,1,0
17,22,9,10,40,0,89,89.8,0,22.2,50,70,22,0,Mountain,Thinker,42,0,0,1,-1,0
18,22,15,17,100,98.8,89,68.8,1.05,12.2,55,55,22,0,Plains,Prophet,5,0,0,1,-1,0
19,22,17,19,100,20.2,89,64.3,0,14.2,50,50,22,0,Plains,Warrior,2,0.04,0.4,1,-1,0
20,22,16,0,100,58.6001,89,67.8,0,22.2,52,70,22,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
21,22,17,19,100,100,100,54.3,0,30,50,54.7392,0,1,Plains,Explorer,0.6,0.008,0.04,1,-1,0
1,23,7,16,100,24.7,88.5,47.7,0,12.3,50,50,23,0,Forest,Warrior,0,0,0,1,-1,0
2,23,18,3,100,55.7,86.5,50.7,0,14.3,53,50,23,0,Mountain,Warrior,9,0.09,0,1,1,0
3,23,13,13,100,34.3,88.5,47.7,3,12.3,50,50,23,0,Forest,Warrior,10,0,0,1,1,0
4,23,1,14,100,26.7,86.5,47.7,0,14.3,50,60,23,0,Forest,Builder,0,0,0,1,-1,0
5,23,1,13,100,29.7,88.5,49.7,0,12.3,52,50,23,0,Forest,Warrior,6,0.08,0.2,1,-1,0
6,23,4,16,100,32.2,88.5,47.7,0,12.3,53,55,23,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,23,4,17,100,49.8,88.5,57.2,0,12.3,48,50,23,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,23,5,16,35,0,88.5,89.7,0,12.3,50,50,23,0,Forest,Warrior,42,0,0,1,-1,0
9,23,19,0,100,63.2001,88.5,50.7,0,12.3,58,55,23,0,Mountain,Prophet,9,0.09,0,1,1,0
10,23,7,15,35,0,88.5,89.7,0,12.3,50,60,23,0,Forest,Builder,42,0,0,1,-1,0
11,23,12,16,100,67.2,88.5,47.7,0.950001,12.3,50,50,23,0,Forest,Warrior,5,0,0,1,-1,0
12,23,15,14,100,50.1,86.5,58.2,0,14.3,55,55,23,0,Forest,Prophet,0,0,0,1,1,0
13,23,14,17,100,1.10002,88.5,68.7,6,32.3,50,50,23,0,Plains,Explorer,14,0,0,1,-1,0
14,23,19,19,100,8.20003,88.5,74.7,0,12.3,87,50,23,0,Plains,Healer,51,0.53,0.2,1,-1,0
15,23,16,18,100,52.5,88.5,47.7,3.05,12.3,50,50,23,0,Plains,Warrior,10,0,0,1,-1,0
16,23,15,15,35,0,88.5,90.7,0,12.3,51,50,23,0,Forest,Warrior,45,0.03,0,1,1,0
17,23,9,10,35,0,88.5,91.7,0,22.3,50,70,23,0,Mountain,Thinker,44,0,0,1,-1,0
18,23,15,17,100,98.7,88.5,68.7,1,12.3,55,55,23,0,Plains,Prophet,5,0,0,1,-1,0
19,23,17,19,100,10.1,88.5,66.2,0,14.3,50,50,23,0,Plains,Warrior,4,0.04,0.4,1,-1,0
20,23,16,0,100,57.5001,88.5,67.7,0,22.3,52,70,23,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
21,23,17,19,100,97.9,99.5,54.7,0,30.1,50,54.7392,1,1,Plains,Explorer,0.6,0.008,0.04,1,-1,0
1,24,7,16,100,21.6,88,47.6,0,12.4,50,50,24,0,Forest,Warrior,0,0,0,1,-1,0
2,24,18,2,100,54.6,86,50.6,0,14.4,53,50,24,0,Mountain,Warrior,9,0.09,0,1,1,0
3,24,13,13,100,34.2,88,47.6,2.95,12.4,50,50,24,0,Forest,Warrior,10,0,0,1,1,0
4,24,1,14,100,23.6,86,47.6,0,14.4,50,60,24,0,Forest,Builder,0,0,0,1,-1,0
5,24,1,12,100,29.1,88,49.6,0,12.4,52,50,24,0,Forest,Warrior,6,0.08,0.2,1,-1,0
6,24,4,16,100,29.1,88,47.6,0,12.4,53,55,24,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,24,4,17,100,47.7,88,57.6,0,12.4,48,50,24,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,24,5,16,30,0,88,91.6,0,12.4,50,50,24,0,Forest,Warrior,44,0,0,1,-1,0
9,24,19,0,100,62.1001,88,50.6,0,12.4,58,55,24,0,Mountain,Prophet,9,0.09,0,1,1,0
10,24,7,15,30,0,88,91.6,0,12.4,50,60,24,0,Forest,Builder,44,0,0,1,-1,0
11,24,12,16,100,67.1,88,47.6,0.900001,12.4,50,50,24,0,Forest,Warrior,5,0,0,1,-1,0
12,24,15,14,100,48,86,58.6,0,14.4,55,55,24,0,Forest,Prophet,0,0,0,1,1,0
13,24,14,17,95,0,88,68.6,5.95,32.4,50,50,24,0,Plains,Explorer,14,0,0,1,-1,0
14,24,19,19,100,3.10003,88,75.6,0,12.4,88,50,24,0,Plains,Healer,54,0.56,0.2,1,-1,0
15,24,16,18,100,52.4,88,47.6,3,12.4,50,50,24,0,Plains,Warrior,10,0,0,1,-1,0
16,24,15,15,30,0,88,91.6,0,12.4,52,50,24,0,Forest,Warrior,48,0.06,0,1,1,0
17,24,9,10,30,0,88,93.6,0,22.4,50,70,24,0,Mountain,Thinker,46,0,0,1,-1,0
18,24,15,17,100,98.6,88,68.6,0.950001,12.4,55,55,24,0,Plains,Prophet,5,0,0,1,-1,0
